Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Solidarity	SDLS	Solidarity1	Continuous Spell							If you have only 1 original (printed) Type of monster in your Graveyard, face-up monsters you control with the same Type gain 800 ATK.
The Agent of Miracles - Jupiter	SDLS	TheAgentofMiraclesJupiter	Fairy/Effect	Light	4	1800	1000			Once per turn, you can remove from play 1 "The Agent" monster in your Graveyard to select 1 face-up LIGHT Fairy-Type monster you control. The selected monster gains 800 ATK until the End Phase. While "The Sanctuary in the Sky" is face-up on the field, once per turn, you can discard 1 Fairy-Type monster to select 1 of your removed from play LIGHT Fairy-Type monsters, and Special Summon it.
The Agent of Mystery - Earth	SDLS	TheAgentofMysteryEarth	Fairy/Tuner	Light	2	1000	800		A2/T2	When this card is Normal Summoned, you can add 1 "The Agent" monster, except "The Agent of Mystery - Earth", from your Deck to your hand. While "The Sanctuary in the Sky" is face-up on the field, you can add 1 "Master Hyperion" from your Deck to your hand instead.
Circle of the Fire Kings	SDOK	CircleoftheFireKings	Quick-Play Spell							Target 1 FIRE monster you control and 1 FIRE monster in your Graveyard; destroy that monster you control, and if you do, Special Summon that other monster from your Graveyard. You can only activate 1 "Circle of the Fire Kings" per turn.
Fire King Avatar Barong	SDOK	FireKingAvatarBarong	Beast-Warrior/Effect	Fire	4	1800	200			If a face-up "Fire King" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Add 1 "Fire King" card from your Deck to your hand, except "Fire King Avatar Barong".
Fire King Avatar Kirin	SDOK	FireKingAvatarKirin	Beast/Effect	Fire	3	1000	200			If a face-up "Fire King" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. If this card is destroyed and sent to the Graveyard: You can send 1 FIRE monster from your Deck to the Graveyard.
Fire King High Avatar Garunix	SDOK	FireKingHighAvatarGarunix	Winged Beast/Effect	Fire	8	2700	1700			During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Special Summon this card from the Graveyard. When you do: Destroy all other monsters on the field. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 "Fire King" monster from your Deck, except "Fire King High Avatar Garunix".
Onslaught of the Fire Kings	SDOK	OnslaughtoftheFireKings	Normal Spell							If your opponent controls a monster and you control no monsters: Special Summon 1 FIRE Beast, Beast-Warrior, or Winged Beast-Type monster from your Deck. Its effects are negated and it is destroyed during the End Phase. You can only activate 1 "Onslaught of the Fire Kings" per turn.
Atlantean Dragoons	SDRE	AtlanteanDragoons	Sea Serpent/Effect	Water	4	1800	0			All face-up Level 3 or lower Sea Serpent-Type monsters you control can attack your opponent directly. When this card is sent to the Graveyard to activate a WATER monster's effect: Add 1 Sea Serpent-Type monster from your Deck to your hand, except "Atlantean Dragoons".
Atlantean Heavy Infantry	SDRE	AtlanteanHeavyInfantry	Sea Serpent/Effect	Water	2	0	1600			During your Main Phase, you can Normal Summon a Level 4 or lower Sea Serpent-Type monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) When this card is sent to the Graveyard to activate a WATER monster's effect: Target 1 face-up card your opponent controls; destroy that target.
Atlantean Marksman	SDRE	AtlanteanMarksman	Sea Serpent/Effect	Water	3	1400	0			When this card inflicts Battle Damage to your opponent: You can Special Summon 1 Level 4 or lower Sea Serpent-Type "Atlantean" monster, except "Atlantean Marksman", from your Deck. When this card is sent to the Graveyard to activate a WATER monster's effect: Target 1 Set card your opponent controls; destroy that target.
Call of the Atlanteans	SDRE	CalloftheAtlanteans	Quick-Play Spell							Target 3 Level 3 or lower Sea Serpent-Type monsters in your Graveyard; Special Summon all 3 of them. You cannot Special Summon other monster(s) during the turn you activate this card.
Poseidra, the Atlantean Dragon	SDRE	PoseidratheAtlanteanDragon	Sea Serpent/Effect	Water	7	2800	1600			You can Tribute 3 Level 3 or lower WATER monsters; Special Summon this card from your hand or Graveyard. When you do: Return all Spell and Trap Cards on the field to the hand, and if you do, if 3 or more cards are returned to the hand by this effect, all monsters your opponent currently controls lose 300 ATK for each.
Shadow of the Six Samurai - Shien	SDWA	ShadowoftheSixSamuraiShien	Warrior/Xyz/Effect	Earth	*4	2500	400			2 Level 4 "Six Samurai" monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card to target 1 face-up "Six Samurai" monster you control with less than 2000 ATK; its original ATK becomes 2000 until the End Phase.
Necro Fleur	WC11	NecroFleur	Plant/Effect	Dark	1	0	0			If this card is destroyed by a card effect and sent to the Graveyard, you can Special Summon 1 "Sorciere de Fleur" from your Deck.
Sorciere de Fleur	WC11	SorcieredeFleur	Spellcaster/Effect	Dark	8	2900	0			When this card is Normal or Special Summoned, select 1 monster in your opponent's Graveyard. Special Summon that monster to your side of the field. It cannot attack your opponent directly, and is destroyed during the End Phase of this turn. The effect of "Sorciere de Fleur" can only be activated once per turn.
Z-ONE	WC11	ZONE	Normal Spell							When this Set card is destroyed and sent to the Graveyard, select 1 Continuous Spell or Field Spell Card in your Graveyard, and add it to your hand.
Blood Mefist	YCSW	BloodMefist1	Fiend/Synchro/Effect	Dark	8	2800	1300			1 Tuner + 1 or more non-Tuner monsters. Once per turn, during your opponent's Standby Phase: You can inflict 300 damage to your opponent for each card your opponent controls. Each time your opponent Sets a Spell or Trap Card(s): Inflict 300 damage to your opponent.
Darklord Asmodeus	YCSW	DarklordAsmodeus2	Fairy/Effect	Dark	8	3000	2500			This card cannot be Special Summoned from the Deck or Graveyard. Once per turn, you can send 1 Fairy-Type monster from your Deck to the Graveyard. When this card you control is destroyed and sent to the Graveyard, Special Summon 1 "Asmo Token" (Fairy-Type/DARK/Level 5/ATK 1800/DEF 1300) and 1 "Deus Token" (Fairy-Type/DARK/Level 3/ATK 1200/DEF 1200). An "Asmo Token" cannot be destroyed by card effects. A "Deus Token" cannot be destroyed by battle.
Darklord Edeh Arae	YCSW	DarklordEdehArae1	Fairy/Effect	Dark	5	2300	2000			When this card is Special Summoned from the Graveyard, it gains the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Darklord Superbia	YCSW	DarklordSuperbia1	Fairy/Effect	Dark	8	2900	2400			When this card is Special Summoned from your Graveyard, you can Special Summon 1 Fairy-Type monster from your Graveyard, except "Darklord Superbia".
Digvorzhak, King of Heavy Industry	YCSW	DigvorzhakKingofHeavyIndustry	Machine/Xyz/Effect	Earth	*5	3200	2000			3 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card; send the top 3 cards of your opponent's Deck to the Graveyard, then, if any monsters were sent to the Graveyard by this effect, destroy cards your opponent controls, up to the number of monsters sent.
Dark Highlander	YF01	DarkHighlander	Fiend/Synchro/Effect	Dark	7	2800	2300			1 Fiend-Type Tuner + 1 or more non-Tuner Fiend-Type monsters. Neither player can Synchro Summon. Once per turn, you can select 1 monster your opponent controls that is equipped with an Equip Card. Destroy all Equip Cards equipped to that monster and inflict 400 damage to your opponent for each card destroyed.
Catapult Warrior	YF02	CatapultWarrior	Warrior/Synchro/Effect	Earth	5	1000	1500			1 Tuner + 1 or more non-Tuner monsters. Once per turn: You can Tribute 1 "Junk" monster; inflict damage to your opponent equal to the original ATK of the Tributed monster.
Infernity General	YF03	InfernityGeneral	Fiend/Effect	Dark	7	2700	1500			If you have no cards in your hand: You can banish this card from your Graveyard to target 2 Level 3 or lower "Infernity" monsters in your Graveyard; Special Summon them from the Graveyard, but their effects are negated.
Blackwing - Gram the Shining Star	YF04	BlackwingGramtheShiningStar	Winged Beast/Synchro/Effect	Dark	5	2200	1500			1 Tuner + 1 or more non-Tuner monsters. Must first be Synchro Summoned. When this card is Synchro Summoned: You can Special Summon 1 Level 4 or lower non-Tuner "Blackwing" monster from your hand. Its effects are negated.
Blizzard Princess	YG07	BlizzardPrincess	Spellcaster/Effect	Water	8	2800	2100			You can Tribute Summon this card in face-up Attack Position by Tributing 1 Spellcaster-Type monster. During the turn this card is Normal Summoned, your opponent cannot activate Spell or Trap Cards.
Barbaroid, the Ultimate Battle Machine	YG08	BarbaroidtheUltimateBattleMachine	Machine/Fusion/Effect	Earth	12	4000	4000			5 Machine-Type "roid" monsters. This card can attack twice during each Battle Phase. This card cannot attack your opponent directly. After damage calculation, if this card attacked an opponent's monster: Negate the effect(s) of that monster (including in the Graveyard). If this card destroys an opponent's monster by battle: Inflict 1000 damage to your opponent.
Elemental HERO Escuridao	YG09	ElementalHEROEscuridao	Warrior/Fusion/Effect	Dark	8	2500	2000			1 "Elemental HERO" monster + 1 DARK monster. Must be Fusion Summoned and cannot be Special Summoned by other ways. This card gains 100 ATK for each "Elemental HERO" monster in your Graveyard.
Junk Gardna 	YMP1	JunkGardna	Warrior/Synchro/Effect	Earth	6	1400	2600			Junk Synchron + 1 or more non-Tuner monsters. Once per turn, you can select 1 monster your opponent controls, and change its battle position. This effect can be activated during either player's turn. If this card is sent from the field to the Graveyard, you can select 1 monster on the field and change its battle position.
Malefic Blue-Eyes White Dragon 	YMP1	MaleficBlueEyesWhiteDragon1	Dragon/Effect	Dark	8	3000	2500			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 "Blue-Eyes White Dragon" from your Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic Claw Stream 	YMP1	MaleficClawStream	Normal Trap							Activate only if you control a face-up "Malefic" monster. Select 1 monster your opponent controls, and destroy it.
Malefic Cyber End Dragon 	YMP1	MaleficCyberEndDragon1	Machine/Effect	Dark	10	4000	2800			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 "Cyber End Dragon" from your Extra Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic Paradox Dragon 	YMP1	MaleficParadoxDragon1	Dragon/Synchro/Effect	Dark	10	4000	4000			Malefic Parallel Gear + 1 non-Tuner "Malefic" monster. When this card is Synchro Summoned, you can select 1 Synchro Monster in either player's Graveyard, and Special Summon it. There can only be 1 face-up "Malefic Paradox Dragon" on the field. If "Malefic World" is not face-up on the field, destroy this card.
Malefic Parallel Gear	YMP1	MaleficParallelGear	Machine/Tuner	Dark	2	0	0			When using this card as a Synchro Material Monster, the other Synchro Material Monster is 1 "Malefic" monster in your hand.
Malefic Rainbow Dragon 	YMP1	MaleficRainbowDragon	Dragon/Effect	Dark	10	4000	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned, except by removing from play 1 "Rainbow Dragon" from your hand or Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic Red-Eyes B. Dragon 	YMP1	MaleficRedEyesBDragon	Dragon/Effect	Dark	7	2400	2000			This card cannot be Normal Summoned or Set. This card can only be Special Summoned, by removing from play 1 "Red-Eyes B. Dragon" from your Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic World 	YMP1	MaleficWorld	Field Spell							While this card is face-up on the field, you can activate this effect instead of conducting a normal draw during your Draw Phase. Choose 3 "Malefic" cards from your Deck and have your opponent pick 1 of them at random to add to your hand. Shuffle the rest back into your Deck.
Feedback Warrior	YS11	FeedbackWarrior	Warrior/Effect	Earth	3	800	700			When this card is Normal or Special Summoned: You can target 1 face-up monster you control; it becomes Level 3.
Ganbara Knight	YS11	GanbaraKnight	Warrior/Effect	Light	4	0	1800			When this face-up Attack Position card is targeted for an attack: You can change it to Defense Position.
Harmonic Waves	YS11	HarmonicWaves	Normal Spell							Target 1 face-up monster on the field; it becomes Level 4 until the End Phase.
Key Man the Key Warrior	YS11	KeyMantheKeyWarrior	Warrior/Effect	Earth	2	1000	500			Once per turn, during your Main Phase: You can make this card Level 3 until the End Phase.
Reinforced Space	YS11	ReinforcedSpace	Normal Trap							Each face-up Xyz Monster you control gains 300 ATK for each Xyz Material attached to it, until the End Phase.
Speed Bird	YS11	SpeedBird	Winged Beast/Effect	Wind	4	1200	1000			When this card is destroyed by battle and sent to the Graveyard: You can target 2 Level 2 monsters in your Graveyard; Special Summon them, but their effects are negated.
Tenshin	YS11	Tenshin	Fairy/Effect	Light	2	800	100			This card gains 400 ATK for each face-up Level 2 monster you control.
Xyz Effect	YS11	XyzEffect	Normal Trap							When you Xyz Summon a monster: You can target 1 card on the field; destroy it.
Xyz Energy	YS11	XyzEnergy	Normal Spell							Detach 1 Xyz Material you control to target 1 face-up monster your opponent controls; destroy that target.
Maestroke the Symphony Djinn	YS12	MaestroketheSymphonyDjinn	Fiend/Xyz/Effect	Dark	*4	1800	2300			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up Attack Position monster your opponent controls; change it to face-down Defense Position. If a face-up "Djinn" Xyz Monster you control would be destroyed, you can detach 1 Xyz Material from that monster instead.
Melomelody the Brass Djinn	YS12	MelomelodytheBrassDjinn	Fiend/Xyz/Effect	Light	*3	1400	1600			2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 "Djinn" Xyz Monster you control; this turn, that monster can attack twice during each Battle Phase.
Muzurhythm the String Djinn	YS12	MuzurhythmtheStringDjinn	Fiend/Xyz/Effect	Wind	*3	1500	1000			2 Level 3 monsters. During the Damage Step, when a "Djinn" Xyz Monster you control is attacking an opponent's monster: You can detach 1 Xyz Material from this card; the attacking monster's ATK is doubled until the End Phase. The effect of "Muzurhythm the String Djinn" can only be used once per turn.
Temtempo the Percussion Djinn	YS12	TemtempothePercussionDjinn	Fiend/Xyz/Effect	Earth	*3	1700	1000			2 Level 3 monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card to target 1 Xyz Monster your opponent controls; detach 1 Xyz Material from that monster, and all face-up "Djinn" Xyz Monsters you currently control gain 500 ATK.
Bite Bug	YS13	BiteBug	Insect/Effect	Earth	3	300	1000			If your opponent controls a face-up Xyz Monster, you can Special Summon this card (from your hand). When you do: Target 1 monster your opponent controls; that monster loses 300 ATK.
Caligo Claw Crow	YS13	CaligoClawCrow	Winged Beast/Effect	Dark	2	900	600			If you control a DARK monster, you can Special Summon this card (from your hand). You can only Special Summon "Caligo Claw Crow" once per turn this way.
Crane Crane	YS13	CraneCrane	Winged Beast/Effect	Earth	3	300	900			When this card is Normal Summoned: You can target 1 Level 3 monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use the effect of "Crane Crane" once per turn.
Gagaga Child	YS13	GagagaChild	Spellcater/Effect	Dark	2	800	1200			If you control a "Gagaga" monster other than "Gagaga Child", you can Special Summon this card (from your hand). When you do: You can target 1 "Gagaga" monster you control with a different Level than this card; this card's Level becomes the Level of that monster. You cannot conduct your Battle Phase the turn you activate this effect.
Ganbara Lancer	YS13	GanbaraLancer	Warrior/Effect	Light	5	1000	2000			When this card is Normal Summoned: You can Special Summon 1 "Ganbara Lancer" from your hand or Graveyard in face-up Defense Position.
Gentlemander	YS13	Gentlemander	Reptile/Effect	Light	4	1200	1000			When an opponent's monster declares an attack: You can Special Summon this card from your hand. Your opponent cannot attack any monsters except this one.
Magical Undertaker	YS13	MagicalUndertaker	Spellcater/Effect	Dark	2	400	400			FLIP: You can target 1 Level 4 or lower Spellcaster-Type monster in your Graveyard; Special Summon that target.
Number C39: Utopia Ray V	YS13	NumberC39UtopiaRayV	Warrior/Xyz/Effect	Light	*5	2600	2000			3 Level 5 monsters. When this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can target 1 Xyz Monster in your Graveyard; return that target to the Extra Deck. If this card has a "Utopia" monster as an Xyz Material, it gains this effect. *Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy that monster, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field.
Puzzle Reborn	YS13	PuzzleReborn	Normal Trap							If exactly 1 monster you control (and no other cards) is destroyed by a card effect: Target that monster; Special Summon that target.
Rank-Up-Magic Limited Barian's Force	YS13	RankUpMagicLimitedBariansForce	Normal Spell							Target 1 Rank 4 Xyz Monster you control; Special Summon from your Extra Deck, 1 "Number C" monster that is 1 Rank higher than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to that target also become Xyz Materials on the Summoned monster.)
Swords of Burning Light	YS13	SwordsofBurningLight	Continuous Spell							While you control no monsters, monsters your opponent controls cannot declare attacks. If you control a monster, or if your opponent has 5 or more cards in their hand, destroy this card.
ZW - Eagle Claw	YS13	ZWEagleClaw	Winged Beast/Effect	Wind	5	2000	1200			If your opponent's Life Points are at least 2000 higher than yours, you can Special Summon this card (from your hand). You can target 1 "Utopia" monster you control; equip this monster on the field to that target. It gains 2000 ATK. Once per turn, while this card is equipped to a monster, when a Trap Card or Trap effect that was activated on your opponent's side of the field resolves, negate the effects of that card. You can only control 1 "ZW - Eagle Claw".
Kachi Kochi Dragon	YZ01	KachiKochiDragon	Dragon/Xyz/Effect	Earth	*4	2100	1300			2 Level 4 monsters. Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can detach 1 Xyz Material from this card; it can attack once again in a row.
Number 50: Blackship of Corn	YZ02	Number50BlackshipofCorn	Plant/Xyz/Effect	Dark	*4	2100	1500			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls with ATK less than or equal to this card's; send it to the Graveyard, and if you do, inflict 1000 damage to your opponent. This card cannot attack the turn you activate this effect.
Number 22: Zombiestein	YZ03	Number22Zombiestein	Zombie/Xyz/Effect	Dark	*8	4500	1000			2 Level 8 DARK monsters. Must be Xyz Summoned and cannot be Special Summoned by other ways. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card and send 1 card from your hand to the Graveyard to target 1 face-up card your opponent controls; change this card to Defense Position, and if you do, negate that face-up card's effect until the End Phase.
Accellight	ZTIN	Accellight	Normal Spell							If you control no monsters: Special Summon 1 Level 4 or lower "Photon" or "Galaxy" monster from your Deck. You can only activate 1 "Accellight" per turn. You cannot Normal Summon/Set during the turn you activate this card.
Chachaka Archer	ZTIN	ChachakaArcher	Warrior/Effect	Wind	6	1200	1800			Once per turn: You can target 1 Spell/Trap Card on the field; destroy it.
Dimension Wanderer	ZTIN	DimensionWanderer	Spellcaster/Effect	Light	1	0	0			When a monster is banished by the effect of "Galaxy-Eyes Photon Dragon": You can send this card from your hand to the Graveyard; inflict 3000 damage to your opponent. You can only use the effect of "Dimension Wanderer" once per turn.
Dododo Warrior	ZTIN	DododoWarrior	Warrior/Effect	Earth	6	2300	900			You can Normal Summon this card without Tributing, but its original ATK becomes 1800. If this card attacks, negate all card effects that activate in the opponent's Graveyard, until the end of the Damage Step.
Gagagaback	ZTIN	Gagagaback	Quick-Play Spell							During the turn a "Gagaga" monster you control was destroyed by battle and sent to the Graveyard: Special Summon as many monsters from your Graveyard as possible that were destroyed by battle this turn, in face-up Defense Position, then take 600 damage for each monster Special Summoned by this effect. You can only activate 1 "Gagagaback" per turn.
Gagagashield	ZTIN	Gagagashield	Normal Trap							Target 1 face-up Spellcaster-Type monster you control; equip this card to that target. Twice per turn, it cannot be destroyed by battle or card effects.
Galaxy Expedition	ZTIN	GalaxyExpedition	Normal Spell							If you control a Level 5 or higher "Photon" or "Galaxy" monster: Special Summon 1 Level 5 or higher "Photon" or "Galaxy" monster from your Deck in face-up Defense Position. You can only activate 1 "Galaxy Expedition" per turn.
Galaxy Knight	ZTIN	GalaxyKnight	Warrior/Effect	Light	8	2800	2600			If you control a "Photon" or "Galaxy" monster, you can Normal Summon this card without Tributing. When you do: Target 1 "Galaxy-Eyes Photon Dragon" in your Graveyard (if possible); regardless, this card loses 1000 ATK, and if it does, Special Summon that target (if any) in face-up Defense Position. This ATK decrease lasts until the End Phase.
Galaxy Wizard	ZTIN	GalaxyWizard	Spellcaster/Effect	Light	4	0	1800			Once per turn: You can increase this card's Level by 4 until the End Phase. You can Tribute this card; add 1 "Galaxy" card from your Deck to your hand, except "Galaxy Wizard".
Galaxy Zero	ZTIN	GalaxyZero	Equip Spell							Target 1 "Photon" or "Galaxy" monster in your Graveyard; Special Summon it in face-up Attack Position and equip it with this card. It cannot attack or activate its effects. If it would be destroyed during the Battle Phase, you can destroy this card instead. When this card leaves the field: The equipped monster's ATK becomes 0. You can only activate 1 "Galaxy Zero" per turn.
Kuriphoton	ZTIN	Kuriphoton	Fiend/Effect	Light	1	300	200			During either player's turn: You can send this card from your hand to the Graveyard and pay 2000 Life Points; you take no damage this turn. If this card is in your Graveyard: You can send 1 "Photon" monster from your hand to the Graveyard, except "Kuriphoton"; add this card from your Graveyard to your hand. You can only use this effect of "Kuriphoton" once per turn.
Message in a Bottle	ZTIN	MessageinaBottle	Normal Spell							Target 3 monsters with different Levels in your Graveyard; Special Summon all 3 of them. Their ATK's become 0, also their effects are negated. If you do not Xyz Summon this turn after Summoning those 3 monsters, you lose 4000 Life Points during the End Phase. You cannot Special Summon any other monsters, except by Xyz Summon, during the turn you activate this card.
Number 19: Freezadon	ZTIN	Number19Freezadon	Dinosaur/Xyz/Effect	Water	*5	2000	2500			2 Level 5 monsters. Once per turn, if an Xyz Monster you control would activate an effect by detaching an Xyz Material(s), you can detach 1 Xyz Material from this card instead of 1 of those Xyz Materials.
Number 56: Gold Rat	ZTIN	Number56GoldRat	Beast/Xyz/Effect	Light	*1	500	600			3 Level 1 monsters. Once per turn: You can detach 1 Xyz Material from this card; draw 1 card, then shuffle 1 card from your hand into the Deck.
Number 61: Volcasaurus	ZTIN	Number61Volcasaurus	Dinosaur/Xyz/Effect	Fire	*5	2500	1000			2 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster your opponent controls; destroy that opponent's monster, and if you do, inflict damage to your opponent equal to the destroyed monster's original ATK. This card cannot attack your opponent directly during the turn you activate this effect.
Photon Pirate	ZTIN	PhotonPirate	Machine/Effect	Light	3	1000	1000			You can banish 1 "Photon" monster from your Graveyard; this card gains 1000 ATK until the End Phase. You can use the effect of "Photon Pirate" up to twice per turn.
Photon Satellite	ZTIN	PhotonSatellite	Machine/Effect	Light	1	0	0			Once per turn: You can target 1 other "Photon" monster you control; the Levels of both that monster and this card become the combined current Levels of those 2 monsters.
Photon Slasher	ZTIN	PhotonSlasher	Warrior/Effect	Light	5	2100	1000			If a face-up Xyz Monster is on the field, you can Special Summon this card (from your hand) in face-up Defense Position.
Starliege Paladynamo	ZTIN	StarliegePaladynamo	Warrior/Xyz/Effect	Light	*4	2000	1000			2 Level 4 LIGHT monsters. Once per turn: You can detach 2 Xyz Materials from this card to target 1 face-up monster your opponent controls; its ATK becomes 0, and if it does, its effects are negated. When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Draw 1 card.
Triple Star Trion	ZTIN	TripleStarTrion	Warrior/Effect	Light	1	100	100			During the End Phase, if this card is in the Graveyard because it was sent there this turn as a Tribute for a successful Tribute Summon: You can Special Summon this card from the Graveyard.
