Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Shadow of the Six Samurai - Shien	SDWA	ShadowoftheSixSamuraiShien	Warrior/Xyz/Effect	Earth	*4	2500	400			2 Level 4 "Six Samurai" monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card to target 1 face-up "Six Samurai" monster you control with less than 2000 ATK; its original ATK becomes 2000 until the End Phase.
Catapult Warrior	YF02	CatapultWarrior	Warrior/Synchro/Effect	Earth	5	1000	1500			1 Tuner + 1 or more non-Tuner monsters. Once per turn: You can Tribute 1 "Junk" monster; inflict damage to your opponent equal to the original ATK of the Tributed monster.
Infernity General	YF03	InfernityGeneral	Fiend/Effect	Dark	7	2700	1500			If you have no cards in your hand: You can banish this card from your Graveyard to target 2 Level 3 or lower "Infernity" monsters in your Graveyard; Special Summon them from the Graveyard, but their effects are negated.
Blackwing - Gram the Shining Star	YF04	BlackwingGramtheShiningStar	Winged Beast/Synchro/Effect	Dark	5	2200	1500			1 Tuner + 1 or more non-Tuner monsters. Must first be Synchro Summoned. When this card is Synchro Summoned: You can Special Summon 1 Level 4 or lower non-Tuner "Blackwing" monster from your hand. Its effects are negated.
Barbaroid, the Ultimate Battle Machine	YG08	BarbaroidtheUltimateBattleMachine	Machine/Fusion/Effect	Earth	12	4000	4000			5 Machine-Type "roid" monsters. This card can attack twice during each Battle Phase. This card cannot attack your opponent directly. After damage calculation, if this card attacked an opponent's monster: Negate the effect(s) of that monster (including in the Graveyard). If this card destroys an opponent's monster by battle: Inflict 1000 damage to your opponent.
Elemental HERO Escuridao	YG09	ElementalHEROEscuridao	Warrior/Fusion/Effect	Dark	8	2500	2000			1 "Elemental HERO" monster + 1 DARK monster. Must be Fusion Summoned and cannot be Special Summoned by other ways. This card gains 100 ATK for each "Elemental HERO" monster in your Graveyard.
Maestroke the Symphony Djinn	YS12	MaestroketheSymphonyDjinn	Fiend/Xyz/Effect	Dark	*4	1800	2300			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up Attack Position monster your opponent controls; change it to face-down Defense Position. If a face-up "Djinn" Xyz Monster you control would be destroyed, you can detach 1 Xyz Material from that monster instead.
Melomelody the Brass Djinn	YS12	MelomelodytheBrassDjinn	Fiend/Xyz/Effect	Light	*3	1400	1600			2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 "Djinn" Xyz Monster you control; this turn, that monster can attack twice during each Battle Phase.
Muzurhythm the String Djinn	YS12	MuzurhythmtheStringDjinn	Fiend/Xyz/Effect	Wind	*3	1500	1000			2 Level 3 monsters. During the Damage Step, when a "Djinn" Xyz Monster you control is attacking an opponent's monster: You can detach 1 Xyz Material from this card; the attacking monster's ATK is doubled until the End Phase. The effect of "Muzurhythm the String Djinn" can only be used once per turn.
Temtempo the Percussion Djinn	YS12	TemtempothePercussionDjinn	Fiend/Xyz/Effect	Earth	*3	1700	1000			2 Level 3 monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card to target 1 Xyz Monster your opponent controls; detach 1 Xyz Material from that monster, and all face-up "Djinn" Xyz Monsters you currently control gain 500 ATK.
Bite Bug	YS13	BiteBug	Insect/Effect	Earth	3	300	1000			If your opponent controls a face-up Xyz Monster, you can Special Summon this card (from your hand). When you do: Target 1 monster your opponent controls; that monster loses 300 ATK.
Caligo Claw Crow	YS13	CaligoClawCrow	Winged Beast/Effect	Dark	2	900	600			If you control a DARK monster, you can Special Summon this card (from your hand). You can only Special Summon "Caligo Claw Crow" once per turn this way.
Crane Crane	YS13	CraneCrane	Winged Beast/Effect	Earth	3	300	900			When this card is Normal Summoned: You can target 1 Level 3 monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use the effect of "Crane Crane" once per turn.
Gagaga Child	YS13	GagagaChild	Spellcater/Effect	Dark	2	800	1200			If you control a "Gagaga" monster other than "Gagaga Child", you can Special Summon this card (from your hand). When you do: You can target 1 "Gagaga" monster you control with a different Level than this card; this card's Level becomes the Level of that monster. You cannot conduct your Battle Phase the turn you activate this effect.
Ganbara Lancer	YS13	GanbaraLancer	Warrior/Effect	Light	5	1000	2000			When this card is Normal Summoned: You can Special Summon 1 "Ganbara Lancer" from your hand or Graveyard in face-up Defense Position.
Gentlemander	YS13	Gentlemander	Reptile/Effect	Light	4	1200	1000			When an opponent's monster declares an attack: You can Special Summon this card from your hand. Your opponent cannot attack any monsters except this one.
Magical Undertaker	YS13	MagicalUndertaker	Spellcater/Effect	Dark	2	400	400			FLIP: You can target 1 Level 4 or lower Spellcaster-Type monster in your Graveyard; Special Summon that target.
Number C39: Utopia Ray V	YS13	NumberC39UtopiaRayV	Warrior/Xyz/Effect	Light	*5	2600	2000			3 Level 5 monsters. When this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can target 1 Xyz Monster in your Graveyard; return that target to the Extra Deck. If this card has a "Utopia" monster as an Xyz Material, it gains this effect. *Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy that monster, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field.
Puzzle Reborn	YS13	PuzzleReborn	Normal Trap							If exactly 1 monster you control (and no other cards) is destroyed by a card effect: Target that monster; Special Summon that target.
Rank-Up-Magic Limited Barian's Force	YS13	RankUpMagicLimitedBariansForce	Normal Spell							Target 1 Rank 4 Xyz Monster you control; Special Summon from your Extra Deck, 1 "Number C" monster that is 1 Rank higher than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to that target also become Xyz Materials on the Summoned monster.)
Swords of Burning Light	YS13	SwordsofBurningLight	Continuous Spell							While you control no monsters, monsters your opponent controls cannot declare attacks. If you control a monster, or if your opponent has 5 or more cards in their hand, destroy this card.
ZW - Eagle Claw	YS13	ZWEagleClaw	Winged Beast/Effect	Wind	5	2000	1200			If your opponent's Life Points are at least 2000 higher than yours, you can Special Summon this card (from your hand). You can target 1 "Utopia" monster you control; equip this monster on the field to that target. It gains 2000 ATK. Once per turn, while this card is equipped to a monster, when a Trap Card or Trap effect that was activated on your opponent's side of the field resolves, negate the effects of that card. You can only control 1 "ZW - Eagle Claw".
Kachi Kochi Dragon	YZ01	KachiKochiDragon	Dragon/Xyz/Effect	Earth	*4	2100	1300			2 Level 4 monsters. Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can detach 1 Xyz Material from this card; it can attack once again in a row.
Number 50: Blackship of Corn	YZ02	Number50BlackshipofCorn	Plant/Xyz/Effect	Dark	*4	2100	1500			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls with ATK less than or equal to this card's; send it to the Graveyard, and if you do, inflict 1000 damage to your opponent. This card cannot attack the turn you activate this effect.
Number 22: Zombiestein	YZ03	Number22Zombiestein	Zombie/Xyz/Effect	Dark	*8	4500	1000			2 Level 8 DARK monsters. Must be Xyz Summoned and cannot be Special Summoned by other ways. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card and send 1 card from your hand to the Graveyard to target 1 face-up card your opponent controls; change this card to Defense Position, and if you do, negate that face-up card's effect until the End Phase.
Accellight	ZTIN	Accellight	Normal Spell							If you control no monsters: Special Summon 1 Level 4 or lower "Photon" or "Galaxy" monster from your Deck. You can only activate 1 "Accellight" per turn. You cannot Normal Summon/Set during the turn you activate this card.
Chachaka Archer	ZTIN	ChachakaArcher	Warrior/Effect	Wind	6	1200	1800			Once per turn: You can target 1 Spell/Trap Card on the field; destroy it.
Dimension Wanderer	ZTIN	DimensionWanderer	Spellcaster/Effect	Light	1	0	0			When a monster is banished by the effect of "Galaxy-Eyes Photon Dragon": You can send this card from your hand to the Graveyard; inflict 3000 damage to your opponent. You can only use the effect of "Dimension Wanderer" once per turn.
Dododo Warrior	ZTIN	DododoWarrior	Warrior/Effect	Earth	6	2300	900			You can Normal Summon this card without Tributing, but its original ATK becomes 1800. If this card attacks, negate all card effects that activate in the opponent's Graveyard, until the end of the Damage Step.
Gagagaback	ZTIN	Gagagaback	Quick-Play Spell							During the turn a "Gagaga" monster you control was destroyed by battle and sent to the Graveyard: Special Summon as many monsters from your Graveyard as possible that were destroyed by battle this turn, in face-up Defense Position, then take 600 damage for each monster Special Summoned by this effect. You can only activate 1 "Gagagaback" per turn.
Gagagashield	ZTIN	Gagagashield	Normal Trap							Target 1 face-up Spellcaster-Type monster you control; equip this card to that target. Twice per turn, it cannot be destroyed by battle or card effects.
Galaxy Expedition	ZTIN	GalaxyExpedition	Normal Spell							If you control a Level 5 or higher "Photon" or "Galaxy" monster: Special Summon 1 Level 5 or higher "Photon" or "Galaxy" monster from your Deck in face-up Defense Position. You can only activate 1 "Galaxy Expedition" per turn.
Galaxy Knight	ZTIN	GalaxyKnight	Warrior/Effect	Light	8	2800	2600			If you control a "Photon" or "Galaxy" monster, you can Normal Summon this card without Tributing. When you do: Target 1 "Galaxy-Eyes Photon Dragon" in your Graveyard (if possible); regardless, this card loses 1000 ATK, and if it does, Special Summon that target (if any) in face-up Defense Position. This ATK decrease lasts until the End Phase.
Galaxy Wizard	ZTIN	GalaxyWizard	Spellcaster/Effect	Light	4	0	1800			Once per turn: You can increase this card's Level by 4 until the End Phase. You can Tribute this card; add 1 "Galaxy" card from your Deck to your hand, except "Galaxy Wizard".
Galaxy Zero	ZTIN	GalaxyZero	Equip Spell							Target 1 "Photon" or "Galaxy" monster in your Graveyard; Special Summon it in face-up Attack Position and equip it with this card. It cannot attack or activate its effects. If it would be destroyed during the Battle Phase, you can destroy this card instead. When this card leaves the field: The equipped monster's ATK becomes 0. You can only activate 1 "Galaxy Zero" per turn.
Kuriphoton	ZTIN	Kuriphoton	Fiend/Effect	Light	1	300	200			During either player's turn: You can send this card from your hand to the Graveyard and pay 2000 Life Points; you take no damage this turn. If this card is in your Graveyard: You can send 1 "Photon" monster from your hand to the Graveyard, except "Kuriphoton"; add this card from your Graveyard to your hand. You can only use this effect of "Kuriphoton" once per turn.
Message in a Bottle	ZTIN	MessageinaBottle	Normal Spell							Target 3 monsters with different Levels in your Graveyard; Special Summon all 3 of them. Their ATK's become 0, also their effects are negated. If you do not Xyz Summon this turn after Summoning those 3 monsters, you lose 4000 Life Points during the End Phase. You cannot Special Summon any other monsters, except by Xyz Summon, during the turn you activate this card.
Number 19: Freezadon	ZTIN	Number19Freezadon	Dinosaur/Xyz/Effect	Water	*5	2000	2500			2 Level 5 monsters. Once per turn, if an Xyz Monster you control would activate an effect by detaching an Xyz Material(s), you can detach 1 Xyz Material from this card instead of 1 of those Xyz Materials.
Number 56: Gold Rat	ZTIN	Number56GoldRat	Beast/Xyz/Effect	Light	*1	500	600			3 Level 1 monsters. Once per turn: You can detach 1 Xyz Material from this card; draw 1 card, then shuffle 1 card from your hand into the Deck.
Number 61: Volcasaurus	ZTIN	Number61Volcasaurus	Dinosaur/Xyz/Effect	Fire	*5	2500	1000			2 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster your opponent controls; destroy that opponent's monster, and if you do, inflict damage to your opponent equal to the destroyed monster's original ATK. This card cannot attack your opponent directly during the turn you activate this effect.
Photon Pirate	ZTIN	PhotonPirate	Machine/Effect	Light	3	1000	1000			You can banish 1 "Photon" monster from your Graveyard; this card gains 1000 ATK until the End Phase. You can use the effect of "Photon Pirate" up to twice per turn.
Photon Satellite	ZTIN	PhotonSatellite	Machine/Effect	Light	1	0	0			Once per turn: You can target 1 other "Photon" monster you control; the Levels of both that monster and this card become the combined current Levels of those 2 monsters.
Photon Slasher	ZTIN	PhotonSlasher	Warrior/Effect	Light	5	2100	1000			If a face-up Xyz Monster is on the field, you can Special Summon this card (from your hand) in face-up Defense Position.
Starliege Paladynamo	ZTIN	StarliegePaladynamo	Warrior/Xyz/Effect	Light	*4	2000	1000			2 Level 4 LIGHT monsters. Once per turn: You can detach 2 Xyz Materials from this card to target 1 face-up monster your opponent controls; its ATK becomes 0, and if it does, its effects are negated. When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Draw 1 card.
Triple Star Trion	ZTIN	TripleStarTrion	Warrior/Effect	Light	1	100	100			During the End Phase, if this card is in the Graveyard because it was sent there this turn as a Tribute for a successful Tribute Summon: You can Special Summon this card from the Graveyard.
Zubaba Buster	ZTIN	ZubabaBuster	Warrior/Effect	Earth	3	1800	600			If this card inflicts battle damage to your opponent, at the end of that Damage Step: Destroy the 1 face-up monster on the field that has the lowest ATK (if it's a tie, you get to choose), and if you do, this card loses 800 ATK.
